0,16 15 25 21 14 14 24 21 21 16 16 23 21 28 16 15 24 21 27 16 15 25 21 16 29 28 30 28
33,15 14 24 21 15 14 24 21 15 16 25 21 14 16 25 21 28 23 21 27 16 15 14 17 15 23 26 27 26 30 26 26
2,16 15 16 24
4,15 16 23 21
37,16 15 25 21
8,19 18 26
41,20
12,17 16 18 26 14 25 21 26 16 14 25 21 19 27 19 27 16 15 24 16 23 27 27 27 29
44,16 14 25 21 20 30 15 15 23 21 19 28 15 14 24 21 14 14 14 24 21 16 30 26 28 27 28
45,14 15 23 21 14 15 25 21 29 23 21 30 14 16 16 20 15 25 30 28 28 15 21 29 28 14 29 16 29 26 27 14 30 29 30 30 27 30 30 28 27
14,17 16 14 23 21 27
16,15 15 14 25
18,15 15 24 21 21 15 16 16 16 16 16 23 21 18 19 14 15 27 25 21 21 27 28 23 28 28 30
20,17
53,20
22,16 14 16 24
24,18 15 24 21 24 21 14 24 21 20 26 14 16 25 21 14 15 14 23 21 21 16 29 14 21 16
59,14 14 24 21 21 16 16 23 21 28 16 15 24 21 27 16 15 25 21 16 29 28 30
