20736,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
25347,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
15881,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
16649,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
22538,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
15116,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
23820,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
21006,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
19983,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
10768,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
13586,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
18195,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
24595,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
12567,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
25879,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
21272,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
11037,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
25118,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
28959,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
17958,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
11052,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
21806,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
25135,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
27184,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
12596,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
14388,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
23101,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
13887,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
11333,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
29254,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
16721,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
15955,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
12375,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
21340,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
25948,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
25952,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
11874,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
19043,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
22627,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
16228,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
28773,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
19560,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
19050,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
10603,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
20335,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
13684,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
18294,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
17787,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
29311,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
18561,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
26242,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
19334,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
15496,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
17032,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
17033,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
27787,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
12428,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
28044,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
21902,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
22161,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
27793,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
17052,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
24732,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
27044,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
23208,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
25004,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
10925,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
16557,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
11441,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
14513,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
14005,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
28601,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
12734,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
24771,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
20420,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
26308,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
19916,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
14805,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
24281,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
27865,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
22746,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
24283,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
29403,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
14046,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
13027,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
19427,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
23273,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
17643,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
23275,18 16 16 25 21 26 16 16 16 14 16 23 21 17 16 16 23 21 20 29 28 14 30 28
24043,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
17388,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
13807,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
15347,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
27635,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
12277,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
20726,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
21494,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
30456,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
18938,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
26365,16 16 25 21 15 16 24 21 14 14 23 21 14 14 24 21 15 28 29 30
